City,Date,Precip,Weather,Dewpoint,Pressure,Visibility,Windspeed,MaxSpeed,TempMax,TempMin
"ATLANTA 2.3 NE, GA US",5/13/2021,0,sun,41.6,1023.9,10,7.9,13,70,48
"ATLANTA 2.3 NE, GA US",5/14/2021,0,sun,42.8,1023.8,10,3,8,73.9,48
"ATLANTA 2.3 NE, GA US",5/15/2021,0,sun,45.5,1023.7,10,2.7,8,75.9,52
"ATLANTA 2.3 NE, GA US",5/16/2021,0,sun,47.5,1023.1,10,3.9,8.9,79,53.1
"ATLANTA 2.3 NE, GA US",5/17/2021,0,sun,50.9,1022.1,10,5.3,11.1,79,55.9
"ATLANTA 2.3 NE, GA US",5/18/2021,0,sun,56.4,1022.7,10,8.2,13,79,59
"ATLANTA 2.3 NE, GA US",5/19/2021,0,sun,57.6,1024.2,10,10.3,15,81,63
"ATLANTA 2.3 NE, GA US",5/20/2021,0,sun,57,1026,10,9.4,15.9,81,62.1
"ATLANTA 2.3 NE, GA US",5/21/2021,0,sun,53.6,1028.3,10,7.5,12,84,59
"ATLANTA 2.3 NE, GA US",5/22/2021,0,sun,54.8,1028.2,10,5.8,11.1,84,59
"ATLANTA 2.3 NE, GA US",5/23/2021,0,sun,55.3,1023.5,10,4.7,11.1,90,64
"ATLANTA 2.3 NE, GA US",5/24/2021,0,sun,57.4,1020.6,10,5.6,8.9,91,64.9
"ATLANTA 2.3 NE, GA US",5/25/2021,0,sun,60.8,1020.8,9.9,4.2,8.9,91,66.9
"ATLANTA 2.3 NE, GA US",5/26/2021,0,sun,59,1020.9,10,5.4,12,91,69.1
"ATLANTA 2.3 NE, GA US",5/27/2021,0,sun,60.2,1018.2,10,6.3,11.1,88,69.1
"ATLANTA 2.3 NE, GA US",5/28/2021,0.01,drizzle,67.2,1014,10,7.8,13,87.1,69.1
"ATLANTA 2.3 NE, GA US",5/29/2021,0.07,rain,59.9,1011.5,9,9.6,20,84,64.9
"ATLANTA 2.3 NE, GA US",5/30/2021,0,sun,49.9,1017.5,10,9,15.9,77,54
"ATLANTA 2.3 NE, GA US",5/31/2021,0,sun,52.1,1023.7,10,6.7,11.1,80.1,54
"ATLANTA 2.3 NE, GA US",6/1/2021,0,sun,54.2,1023.5,10,6.1,8.9,82,59
"ATLANTA 2.3 NE, GA US",6/2/2021,0,sun,58.2,1019.3,10,6.2,9.9,82,61
"ATLANTA 2.3 NE, GA US",6/3/2021,0,sun,60.6,1016.2,10,6.7,12,87.1,64
"ATLANTA 2.3 NE, GA US",6/4/2021,0,sun,64.2,1016.5,10,3.7,8,87.1,68
"ATLANTA 2.3 NE, GA US",6/5/2021,0,sun,66.9,1017.1,9.4,3.7,13,87.1,68
"ATLANTA 2.3 NE, GA US",6/6/2021,0.11,rain,68.8,1017.6,9.9,3.4,8.9,87.1,72
"ATLANTA 2.3 NE, GA US",6/7/2021,0.29,rain,69.2,1018.2,9.5,6.5,9.9,87.1,71.1
"ATLANTA 2.3 NE, GA US",6/8/2021,0.35,rain,69.6,1020.1,9.7,6,19,87.1,71.1
"ATLANTA 2.3 NE, GA US",6/9/2021,0.18,rain,68.1,1019.9,9.5,5.5,19,87.1,70
"ATLANTA 2.3 NE, GA US",6/10/2021,0.08,rain,68.5,1016.3,9.5,5.8,18.1,82.9,69.8
"ATLANTA 2.3 NE, GA US",6/11/2021,0.08,rain,70.1,1012.9,9.3,6.4,17.1,84.9,70
"ATLANTA 2.3 NE, GA US",6/12/2021,0.54,rain,70.1,1009.9,9.2,8.9,15,89.1,72
"ATLANTA 2.3 NE, GA US",6/13/2021,0,sun,67.4,1011.1,10,6.1,12,89.1,71.1
"ATLANTA 2.3 NE, GA US",6/14/2021,0,sun,68.6,1012.1,10,3.9,11.1,91.9,71.1
"ATLANTA 2.3 NE, GA US",6/15/2021,0.03,rain,64.1,1012,10,8.8,15.9,91.9,71.1
"ATLANTA 2.3 NE, GA US",6/16/2021,0,sun,54.7,1014.4,10,7,12,90,64
"ATLANTA 2.3 NE, GA US",6/17/2021,0,sun,54.2,1016.1,10,5.9,11.1,89.1,64
"ATLANTA 2.3 NE, GA US",6/18/2021,0,sun,59,1017.4,10,4.1,9.9,90,64.9
"ATLANTA 2.3 NE, GA US",6/19/2021,0,sun,66.7,1016.8,8.5,5.8,13,90,69.1
"ATLANTA 2.3 NE, GA US",6/20/2021,1.99,rain,69.5,1010.3,6.7,9.3,19,82.9,69.8
"ATLANTA 2.3 NE, GA US",6/21/2021,0.06,rain,70.7,1012.5,9.9,8.3,22,86,70
"ATLANTA 2.3 NE, GA US",6/22/2021,0.3,rain,67.6,1013,9.1,7.7,15.9,86,70
"ATLANTA 2.3 NE, GA US",6/23/2021,0.11,rain,58.7,1017.8,10,4.5,11.1,84,62.1
"ATLANTA 2.3 NE, GA US",6/24/2021,0,sun,63.6,1021.4,10,8.9,12,84,62.1
"ATLANTA 2.3 NE, GA US",6/25/2021,0,sun,62.7,1022.3,10,6.1,8,82.9,66
"ATLANTA 2.3 NE, GA US",6/26/2021,0,sun,63,1020.8,10,6.2,15.9,86,66
"ATLANTA 2.3 NE, GA US",6/27/2021,0,sun,69.6,1020.4,9.6,5.3,8.9,87.1,66.9
"ATLANTA 2.3 NE, GA US",6/28/2021,0.07,rain,67.9,1021.5,10,5.2,9.9,89.1,72
"ATLANTA 2.3 NE, GA US",6/29/2021,0.13,rain,67.7,1021.7,9.6,7.6,17.1,89.1,73
"ATLANTA 2.3 NE, GA US",6/30/2021,0,sun,67.9,1021.6,9.9,4.5,8,89.1,71.1
"ATLANTA 2.3 NE, GA US",7/1/2021,0,sun,67.3,1017.6,10,5.7,11.1,89.1,70
"ATLANTA 2.3 NE, GA US",7/2/2021,0,sun,70.4,1012.2,8.9,6.1,9.9,87.1,70
"ATLANTA 2.3 NE, GA US",7/3/2021,0.23,rain,63.4,1012.3,10,6,9.9,84,66.9
"ATLANTA 2.3 NE, GA US",7/4/2021,0,sun,59.2,1014.9,10,3.8,8.9,87.1,64.9
"ATLANTA 2.3 NE, GA US",7/5/2021,0,sun,62.2,1016.8,7.4,4.1,8,88,64.9
"ATLANTA 2.3 NE, GA US",7/6/2021,0,sun,65.4,1018.8,10,6.1,9.9,88,69.1
"ATLANTA 2.3 NE, GA US",7/7/2021,0.24,rain,68.3,1017.4,9.6,6,15,86,71.1
"ATLANTA 2.3 NE, GA US",7/8/2021,0.3,rain,69,1014.6,9.9,5.9,11.1,86,71.1
"ATLANTA 2.3 NE, GA US",7/9/2021,0.43,rain,70.5,1017.5,9.5,8.4,22.9,89.1,71.1
"ATLANTA 2.3 NE, GA US",7/10/2021,0.6,rain,69.9,1018.6,9.8,6,11.1,89.1,71.1
"ATLANTA 2.3 NE, GA US",7/11/2021,0.34,rain,69.7,1017.2,9.5,6.5,13,88,71.1
"ATLANTA 2.3 NE, GA US",7/12/2021,0.01,rain,69.1,1020.3,9.3,5.1,20,86,71.1
"ATLANTA 2.3 NE, GA US",7/13/2021,0.02,rain,67.5,1023.7,7,5.1,20,84,69.1
"ATLANTA 2.3 NE, GA US",7/14/2021,0,sun,69,1024.1,10,3.6,9.9,88,69.1
"ATLANTA 2.3 NE, GA US",7/15/2021,0,sun,68.7,1022.2,10,4.4,9.9,90,71.1
"ATLANTA 2.3 NE, GA US",7/16/2021,0,sun,69.9,1019.7,10,5.1,8,90,72
"ATLANTA 2.3 NE, GA US",7/17/2021,0.55,rain,69,1020.1,10,5,13,89.1,71.1
"ATLANTA 2.3 NE, GA US",7/18/2021,0.08,rain,68,1020.4,10,3.9,12,88,71.1
"ATLANTA 2.3 NE, GA US",7/19/2021,0.13,rain,70.4,1017.7,8.9,4.5,9.9,81,71.6
"ATLANTA 2.3 NE, GA US",7/20/2021,0.76,rain,70.3,1014.8,7.9,4.2,12,82.9,71.1
"ATLANTA 2.3 NE, GA US",7/21/2021,0.21,rain,69.6,1016.3,10,4.3,7,88,71.1
"ATLANTA 2.3 NE, GA US",7/22/2021,0.05,rain,70.1,1018.7,9.5,5.3,11.1,90,72
"ATLANTA 2.3 NE, GA US",7/23/2021,0,sun,70.1,1018.8,6.7,4.3,9.9,91,72
"ATLANTA 2.3 NE, GA US",7/24/2021,0.91,rain,71.3,1017.9,8.2,2.5,7,91,73
"ATLANTA 2.3 NE, GA US",7/25/2021,0.02,rain,71.5,1016.2,8,4.4,8.9,90,73
"ATLANTA 2.3 NE, GA US",7/26/2021,0.68,rain,72.4,1014.7,9,4.2,8.9,93,75
"ATLANTA 2.3 NE, GA US",7/27/2021,0.06,rain,71.4,1015.3,10,4.7,12,93,73.9
"ATLANTA 2.3 NE, GA US",7/28/2021,0.2,rain,71,1015.6,9.4,5.1,11.1,95,73
"ATLANTA 2.3 NE, GA US",7/29/2021,0,sun,72.2,1016,9.7,4.4,9.9,95,73
"ATLANTA 2.3 NE, GA US",7/30/2021,0,sun,71.8,1015.4,9.2,7,11.1,93.9,75
"ATLANTA 2.3 NE, GA US",7/31/2021,0,sun,71.2,1014.9,10,6.8,12,93,75
"ATLANTA 2.3 NE, GA US",8/1/2021,0.61,rain,70.9,1014,10,8.9,15,93,73.9
"ATLANTA 2.3 NE, GA US",8/2/2021,0,sun,64.8,1015,9.1,6.7,9.9,90,72
"ATLANTA 2.3 NE, GA US",8/3/2021,0.03,rain,67.3,1014.6,8.3,6.7,21,82.9,70
"ATLANTA 2.3 NE, GA US",8/4/2021,0.1,rain,65.4,1015.7,9.5,6.4,11.1,84,69.8
"ATLANTA 2.3 NE, GA US",8/5/2021,0,sun,64.2,1018.3,9.9,7,12,86,69.1
"ATLANTA 2.3 NE, GA US",8/6/2021,0,sun,65,1019.4,10,5.5,11.1,86,69.1
"ATLANTA 2.3 NE, GA US",8/7/2021,0,sun,67.2,1018.4,10,4.5,12,88,71.1
"ATLANTA 2.3 NE, GA US",8/8/2021,0.02,rain,66.6,1018.2,10,2.1,7,89.1,69.1
"ATLANTA 2.3 NE, GA US",8/9/2021,0,sun,69.7,1019.3,9.6,3.2,11.1,89.1,69.1
"ATLANTA 2.3 NE, GA US",8/10/2021,0,sun,71,1021,9.7,3.6,8.9,91,73
"ATLANTA 2.3 NE, GA US",8/11/2021,0,sun,70.1,1020.7,10,4.6,9.9,91,73
"ATLANTA 2.3 NE, GA US",8/12/2021,0.32,rain,69.7,1020.5,10,3.8,7,91,72
"ATLANTA 2.3 NE, GA US",8/13/2021,0.09,rain,69.1,1020.2,9.7,4.1,19,91.9,72
"ATLANTA 2.3 NE, GA US",8/14/2021,0.03,rain,70.1,1019.7,9.9,3.8,21,93.9,72
"ATLANTA 2.3 NE, GA US",8/15/2021,0,sun,69.4,1018.6,9,5.7,12,93.9,72
"ATLANTA 2.3 NE, GA US",8/16/2021,0,sun,70.5,1016.8,9.4,6.7,20,87.1,72
"ATLANTA 2.3 NE, GA US",8/17/2021,1.26,rain,70.8,1013,6.2,11.9,18.1,78.1,71.6
"ATLANTA 2.3 NE, GA US",8/18/2021,1.27,rain,68.8,1018.6,10,1.9,8.9,91.9,70
"ATLANTA 2.3 NE, GA US",8/19/2021,0,sun,72,1019.3,10,5.1,25.1,91.9,70
"ATLANTA 2.3 NE, GA US",8/20/2021,0.12,rain,70.7,1014.9,10,6.2,11.1,91,72
"ATLANTA 2.3 NE, GA US",8/21/2021,0.03,rain,72,1012.6,9.1,6.5,8.9,89.1,72
"ATLANTA 2.3 NE, GA US",8/22/2021,0.13,rain,72.6,1013.1,9.4,7.8,20,86,73.4
"ATLANTA 2.3 NE, GA US",8/23/2021,0.03,rain,71.6,1013.9,9.6,4.8,9.9,91,73.4
"ATLANTA 2.3 NE, GA US",8/24/2021,0,sun,70,1015.9,10,3.7,8.9,93,73.9
"ATLANTA 2.3 NE, GA US",8/25/2021,0,sun,71.6,1017.7,9.7,3.8,8.9,93,77
"ATLANTA 2.3 NE, GA US",8/26/2021,0.22,rain,70.1,1020,7.6,4.7,15,88,71.6
"ATLANTA 2.3 NE, GA US",8/27/2021,0,sun,70.3,1019.5,9.9,6.2,11.1,90,72
"ATLANTA 2.3 NE, GA US",8/28/2021,0,sun,70.5,1020.8,9.3,6.9,9.9,90,73.9
"ATLANTA 2.3 NE, GA US",8/29/2021,0,sun,71.2,1020.4,9.5,6.7,11.1,89.1,75
"ATLANTA 2.3 NE, GA US",8/30/2021,0,sun,71.3,1016.5,9.1,5.9,13,89.1,73.9
"ATLANTA 2.3 NE, GA US",8/31/2021,0.07,rain,70.9,1008.3,8.9,9.4,17.1,86,73
"ATLANTA 2.3 NE, GA US",9/1/2021,0.52,rain,68.2,1006.4,9,10.8,15.9,86,71.1
"ATLANTA 2.3 NE, GA US",9/2/2021,0.02,rain,65.3,1011.3,10,6.1,11.1,86,70
"ATLANTA 2.3 NE, GA US",9/3/2021,0,sun,59.4,1016.7,10,6.2,9.9,86,66
"ATLANTA 2.3 NE, GA US",9/4/2021,0,sun,56.8,1017.3,10,2.5,6,84,64
"ATLANTA 2.3 NE, GA US",9/5/2021,0,sun,59.9,1015,10,3.7,7,86,61
"ATLANTA 2.3 NE, GA US",9/6/2021,0,sun,69.5,1013.5,9.5,5.6,8,86,61
"ATLANTA 2.3 NE, GA US",9/7/2021,0.02,rain,69.9,1014.1,8.5,3.3,7,84.9,71.1
"ATLANTA 2.3 NE, GA US",9/8/2021,0.35,rain,70.9,1012.5,9,5.6,13,84.9,71.1
"ATLANTA 2.3 NE, GA US",9/9/2021,0.15,rain,63.9,1011.5,10,8.6,15.9,84,71.1
"ATLANTA 2.3 NE, GA US",9/10/2021,0.01,rain,54.7,1016.9,10,5.6,9.9,84,61
"ATLANTA 2.3 NE, GA US",9/11/2021,0,sun,58.1,1021.3,10,4.4,7,84,61
"ATLANTA 2.3 NE, GA US",9/12/2021,0,sun,62.4,1024.2,10,2.5,7,84.9,64.9
"ATLANTA 2.3 NE, GA US",9/13/2021,0,sun,63.9,1022.8,9.9,3.2,8.9,88,64.9
"ATLANTA 2.3 NE, GA US",9/14/2021,0,sun,66.2,1018,10,2.8,8.9,88,68
"ATLANTA 2.3 NE, GA US",9/15/2021,0,sun,67.9,1015.5,9,3.6,6,87.1,70
"ATLANTA 2.3 NE, GA US",9/16/2021,0.42,rain,67.9,1016.3,4.5,8.1,12,79,69.1
"ATLANTA 2.3 NE, GA US",9/17/2021,0.12,rain,69.6,1019.1,8.1,6.5,9.9,77,69.1
"ATLANTA 2.3 NE, GA US",9/18/2021,0.04,rain,69.8,1019,9.7,5.2,9.9,84,71.1
"ATLANTA 2.3 NE, GA US",9/19/2021,0.16,rain,71.5,1017.7,8.6,5.3,11.1,80.1,71.6
"ATLANTA 2.3 NE, GA US",9/20/2021,0.4,rain,70.2,1017.1,6.7,7.9,14,81,72
"ATLANTA 2.3 NE, GA US",9/21/2021,0.61,rain,70.2,1017.1,5.5,5.2,13,84.9,71.1
"ATLANTA 2.3 NE, GA US",9/22/2021,0.02,rain,66.6,1014.5,7.7,7.6,17.1,84.9,66
"ATLANTA 2.3 NE, GA US",9/23/2021,0.1,drizzle,48.7,1015.8,10,10.4,14,77,53.1
"ATLANTA 2.3 NE, GA US",9/24/2021,0,sun,48.3,1018.4,10,6.6,11.1,75.9,53.1
"ATLANTA 2.3 NE, GA US",9/25/2021,0,sun,53.4,1018.7,10,3.4,8.9,78.1,53.1
"ATLANTA 2.3 NE, GA US",9/26/2021,0,sun,54.2,1019.4,10,5,11.1,81,57
"ATLANTA 2.3 NE, GA US",9/27/2021,0,sun,57,1019.6,10,2.5,5.1,82.9,57
"ATLANTA 2.3 NE, GA US",9/28/2021,0,sun,59.4,1017.3,10,3.3,8,84,60.1
"ATLANTA 2.3 NE, GA US",9/29/2021,0,sun,61.2,1016.2,10,5.7,9.9,84.9,63
"ATLANTA 2.3 NE, GA US",9/30/2021,0,sun,62.8,1018.2,9.9,3.3,6,84.9,64.9
"ATLANTA 2.3 NE, GA US",10/1/2021,0,sun,63.9,1020.9,9.8,3,8,84.9,64.9
"ATLANTA 2.3 NE, GA US",10/2/2021,0,sun,65.8,1021.7,8.4,4.9,8,84.9,66
"ATLANTA 2.3 NE, GA US",10/3/2021,0,sun,65.8,1018.5,9.6,4.6,11.1,81,68
"ATLANTA 2.3 NE, GA US",10/4/2021,0.34,rain,66.1,1015.3,9.2,3.6,9.9,78.1,68
"ATLANTA 2.3 NE, GA US",10/5/2021,1,rain,65.4,1017.3,6.8,6.2,12,78.1,66
"ATLANTA 2.3 NE, GA US",10/6/2021,0.44,rain,67.2,1019.1,9.3,8,13,75.9,66
"ATLANTA 2.3 NE, GA US",10/7/2021,0.03,rain,68.4,1019.4,7.3,5,8.9,78.1,69.1
"ATLANTA 2.3 NE, GA US",10/8/2021,0.21,rain,65.6,1017.4,10,5.8,11.1,82.9,69.1
"ATLANTA 2.3 NE, GA US",10/9/2021,0,sun,62.2,1016.4,9.3,6,12,82.9,66
"ATLANTA 2.3 NE, GA US",10/10/2021,0,sun,61.9,1016.1,10,5,12,82.9,63
"ATLANTA 2.3 NE, GA US",10/11/2021,0,sun,62.2,1015.5,10,5.2,8.9,82,63
"ATLANTA 2.3 NE, GA US",10/12/2021,0,sun,63.6,1017.5,9.5,4.5,8.9,79,64
"ATLANTA 2.3 NE, GA US",10/13/2021,0.01,rain,63.6,1017.6,9.1,1.8,5.1,82.9,63
"ATLANTA 2.3 NE, GA US",10/14/2021,0,sun,63,1016.3,10,2,6,82.9,63
"ATLANTA 2.3 NE, GA US",10/15/2021,0,sun,63.2,1015,10,3.5,8,84.9,64
"ATLANTA 2.3 NE, GA US",10/16/2021,0,sun,58.5,1014.1,10,9.9,20,84.9,61
"ATLANTA 2.3 NE, GA US",10/17/2021,0,sun,38.9,1020.4,10,9.4,14,71.1,46.9
"ATLANTA 2.3 NE, GA US",10/18/2021,0,sun,40.5,1022,10,5.3,8.9,73,46.9
"ATLANTA 2.3 NE, GA US",10/19/2021,0,sun,45.5,1022.6,10,2.4,6,75.9,48.9
"ATLANTA 2.3 NE, GA US",10/20/2021,0,sun,49.6,1023.9,10,2.8,7,77,50
"ATLANTA 2.3 NE, GA US",10/21/2021,0,sun,57.5,1021,10,4.1,11.1,77,53.1
"ATLANTA 2.3 NE, GA US",10/22/2021,0.04,rain,57.8,1016.6,9.3,7.4,12,77,59
"ATLANTA 2.3 NE, GA US",10/23/2021,0,sun,47.4,1017.2,10,6.3,9.9,75,50
"ATLANTA 2.3 NE, GA US",10/24/2021,0,sun,50.1,1018.6,10,3.5,7,78.1,50
"ATLANTA 2.3 NE, GA US",10/25/2021,0,sun,58.1,1013.8,10,5.2,13,80.1,52
"ATLANTA 2.3 NE, GA US",10/26/2021,0,sun,48.8,1012,10,13,19,80.1,53.1
"ATLANTA 2.3 NE, GA US",10/27/2021,0,sun,42.7,1012.2,10,5.6,9.9,73,46
"ATLANTA 2.3 NE, GA US",10/28/2021,0.03,rain,51.6,1006.1,6.2,9.4,15,73,46
"ATLANTA 2.3 NE, GA US",10/29/2021,0.21,rain,50.8,1000.3,7.6,6.6,12,61,51.1
"ATLANTA 2.3 NE, GA US",10/30/2021,0.02,rain,50.4,1003.9,5.9,7.5,15,57.9,51.1
"ATLANTA 2.3 NE, GA US",10/31/2021,0,sun,48.7,1012.7,10,10.1,15,63,52
"ATLANTA 2.3 NE, GA US",11/1/2021,0,sun,46.3,1020.9,10,5.7,8.9,71.1,46
"ATLANTA 2.3 NE, GA US",11/2/2021,0,sun,46,1022.6,10,5.8,12,71.1,46
"ATLANTA 2.3 NE, GA US",11/3/2021,0,sun,42.3,1023.2,10,8.4,14,70,43
"ATLANTA 2.3 NE, GA US",11/4/2021,0.06,rain,41.9,1023.5,9.2,9.3,11.1,60.1,43
"ATLANTA 2.3 NE, GA US",11/5/2021,0.11,rain,38.8,1024.5,10,9.8,15,53.1,42.8
"ATLANTA 2.3 NE, GA US",11/6/2021,0,sun,33.2,1023.2,10,10.2,19,59,43
"ATLANTA 2.3 NE, GA US",11/7/2021,0,sun,35.5,1021.2,10,5.6,8,66.9,39
"ATLANTA 2.3 NE, GA US",11/8/2021,0,sun,33.1,1023.5,10,5.4,12,73.9,39
"ATLANTA 2.3 NE, GA US",11/9/2021,0,sun,40.2,1024.9,10,2,6,78.1,42.1
"ATLANTA 2.3 NE, GA US",11/10/2021,0,sun,44.7,1021.5,10,2.9,7,78.1,45
"ATLANTA 2.3 NE, GA US",11/11/2021,0,sun,51.1,1017.6,10,5.9,12,75.9,50
"ATLANTA 2.3 NE, GA US",11/12/2021,0.77,rain,47.9,1017.7,9.3,6.3,15.9,73.9,48
"ATLANTA 2.3 NE, GA US",11/13/2021,0,sun,38.9,1016.2,10,8,15,68,46
"ATLANTA 2.3 NE, GA US",11/14/2021,0,sun,29.7,1018.2,10,7.5,12,60.1,35.1
"ATLANTA 2.3 NE, GA US",11/15/2021,0,sun,32.4,1020.9,10,7.7,9.9,62.1,35.1
"ATLANTA 2.3 NE, GA US",11/16/2021,0,sun,42.4,1022.6,10,4.5,11.1,73,41
"ATLANTA 2.3 NE, GA US",11/17/2021,0,sun,48,1023.7,9.5,3.5,8.9,73.9,45
"ATLANTA 2.3 NE, GA US",11/18/2021,0,sun,50.7,1023.5,10,4.3,17.1,75,48
"ATLANTA 2.3 NE, GA US",11/19/2021,0,sun,27.9,1027,10,9.8,20,75,37
"ATLANTA 2.3 NE, GA US",11/20/2021,0,sun,28.2,1029.5,10,9.7,18.1,63,37
"ATLANTA 2.3 NE, GA US",11/21/2021,0,sun,37.4,1025.4,10,6.9,11.1,64.9,37
"ATLANTA 2.3 NE, GA US",11/22/2021,0.37,rain,48,1016.7,8.8,8.3,17.1,64.9,44.1
"ATLANTA 2.3 NE, GA US",11/23/2021,0,sun,21,1021.9,10,9.7,19,61,32
"ATLANTA 2.3 NE, GA US",11/24/2021,0,sun,22.7,1027.2,10,4.7,7,59,32
"ATLANTA 2.3 NE, GA US",11/25/2021,0,sun,33.2,1025.4,10,4.1,12,66.9,33.1
"ATLANTA 2.3 NE, GA US",11/26/2021,0.13,rain,37.9,1019,9,11.6,20,69.1,36
"ATLANTA 2.3 NE, GA US",11/27/2021,0,sun,21.2,1019.8,10,7.8,12,63,35.1
"ATLANTA 2.3 NE, GA US",11/28/2021,0,sun,29,1016.9,10,5.8,8.9,63,35.1
"ATLANTA 2.3 NE, GA US",11/29/2021,0,sun,24.9,1018.4,10,10.7,15,57,37
"ATLANTA 2.3 NE, GA US",11/30/2021,0,sun,25.7,1021.5,10,5.6,11.1,66,35.1
"ATLANTA 2.3 NE, GA US",12/1/2021,0,sun,39.3,1021.6,10,5,9.9,69.1,35.1
"ATLANTA 2.3 NE, GA US",12/2/2021,0,sun,42.7,1019.4,10,6.9,11.1,73.9,45
"ATLANTA 2.3 NE, GA US",12/3/2021,0,sun,45.8,1018.6,10,5.4,8,77,48.9
"ATLANTA 2.3 NE, GA US",12/4/2021,0,sun,51.8,1018.9,9.7,4.3,6,77,50
"ATLANTA 2.3 NE, GA US",12/5/2021,0,sun,54,1020.1,7.6,2,6,70,52
"ATLANTA 2.3 NE, GA US",12/6/2021,0.02,rain,55.7,1018.2,6.2,5.3,9.9,64.9,53.1
"ATLANTA 2.3 NE, GA US",12/7/2021,0.47,rain,36.7,1019.4,10,7.3,18.1,64,36
"ATLANTA 2.3 NE, GA US",12/8/2021,0.14,rain,41.4,1016.4,7.5,6.7,9.9,54,36
"ATLANTA 2.3 NE, GA US",12/9/2021,0.01,rain,38.5,1019.8,10,6.1,11.1,55,39
"ATLANTA 2.3 NE, GA US",12/10/2021,0.32,rain,47.7,1019.6,2.8,6.3,9.9,55,39
"ATLANTA 2.3 NE, GA US",12/11/2021,0.03,rain,58.9,1015.7,3,7.6,22.9,75,46.9
"ATLANTA 2.3 NE, GA US",12/12/2021,0.47,rain,36.8,1022.9,9.8,8.4,15.9,59,36
"ATLANTA 2.3 NE, GA US",12/13/2021,0,sun,31.9,1028.6,10,3.7,7,62.1,36
"ATLANTA 2.3 NE, GA US",12/14/2021,0,sun,34.2,1029.6,10,1.7,6,69.1,37
"ATLANTA 2.3 NE, GA US",12/15/2021,0,sun,37,1030.2,10,6.5,9.9,69.1,37
"ATLANTA 2.3 NE, GA US",12/16/2021,0,sun,46.5,1025.4,10,5.6,9.9,66.9,41
"ATLANTA 2.3 NE, GA US",12/17/2021,0,sun,56.5,1022.7,5.1,2.8,5.1,66.9,51.1
"ATLANTA 2.3 NE, GA US",12/18/2021,0.03,rain,61.2,1018.9,5.4,5.1,9.9,68,55.9
"ATLANTA 2.3 NE, GA US",12/19/2021,0.69,rain,52.8,1016.3,7,8.4,19,68,44.1
"ATLANTA 2.3 NE, GA US",12/20/2021,0,sun,33.1,1023,10,9.7,13,46,39.9
"ATLANTA 2.3 NE, GA US",12/21/2021,0,sun,29.6,1017.8,9.5,8.2,12,46,39.9
"ATLANTA 2.3 NE, GA US",12/22/2021,0.22,rain,33.3,1013.6,9.9,10.9,18.1,55,39.9
"ATLANTA 2.3 NE, GA US",12/23/2021,0,sun,21.8,1022,10,5.9,11.1,61,34
"ATLANTA 2.3 NE, GA US",12/24/2021,0,sun,35.9,1021.7,10,4.7,9.9,66,34
"ATLANTA 2.3 NE, GA US",12/25/2021,0,sun,51.4,1016.1,10,9.2,17.1,68,53.1
"ATLANTA 2.3 NE, GA US",12/26/2021,0,sun,57.9,1015.9,10,5.3,11.1,75,53.1
"ATLANTA 2.3 NE, GA US",12/27/2021,0.02,rain,58.8,1015.8,6.5,6.3,14,75,57.9
"ATLANTA 2.3 NE, GA US",12/28/2021,0,sun,60.5,1013.1,10,5.5,9.9,75,59
"ATLANTA 2.3 NE, GA US",12/29/2021,0,sun,62.3,1012,8.8,7.9,13,75,62.1
"ATLANTA 2.3 NE, GA US",12/30/2021,3.29,rain,63.5,1012,6.7,6.2,14,73.9,64
"ATLANTA 2.3 NE, GA US",12/31/2021,1.75,rain,60.5,1014.6,4,3.2,8,71.6,57
"ATLANTA 2.3 NE, GA US",1/1/2022,0,sun,65.2,1012.1,9.7,8.2,15,78.1,57
"ATLANTA 2.3 NE, GA US",1/2/2022,0.64,rain,60.2,1009.2,8.8,9.8,26,78.1,57
"ATLANTA 2.3 NE, GA US",1/3/2022,0.66,rain,37,1016.5,8.3,15.5,27,57.9,35.1
"ATLANTA 2.3 NE, GA US",1/4/2022,0,sun,27,1026.8,10,7.3,12,51.1,30
"ATLANTA 2.3 NE, GA US",1/5/2022,0,sun,36,1019.2,10,6.1,11.1,59,30
"ATLANTA 2.3 NE, GA US",1/6/2022,0,sun,42.3,1013.9,8.6,5.2,19,63,39
"ATLANTA 2.3 NE, GA US",1/7/2022,0.13,rain,24.3,1021.9,10,11.1,20,63,28
"ATLANTA 2.3 NE, GA US",1/8/2022,0,sun,19,1030.2,10,7.7,11.1,52,28
"ATLANTA 2.3 NE, GA US",1/9/2022,0,sun,38.1,1028.7,9.7,7.5,15.9,64.9,30
"ATLANTA 2.3 NE, GA US",1/10/2022,0.43,rain,30.3,1026.3,9.3,11.8,17.1,64.9,35.1
"ATLANTA 2.3 NE, GA US",1/11/2022,0,sun,15.6,1031.3,10,7.9,19,53.1,30
"ATLANTA 2.3 NE, GA US",1/12/2022,0,sun,21.2,1028.7,10,2.7,6,55.9,30
"ATLANTA 2.3 NE, GA US",1/13/2022,0,sun,29,1017.6,10,5.5,15,62.1,32
"ATLANTA 2.3 NE, GA US",1/14/2022,0,sun,33.3,1014.1,10,9.2,17.1,62.1,37.9
"ATLANTA 2.3 NE, GA US",1/15/2022,0,sun,32.6,1016.8,10,6.8,15,55.9,39
"ATLANTA 2.3 NE, GA US",1/16/2022,0.56,rain,34,1010.3,5.1,14.8,26,44.1,33.8
